dist,camp
3479.81,6.91
3479.81,7.33
3479.81,4.37
3479.81,3.85
3479.81,5.2
3480.02,4.52
3480.24,4.08
3480.46,5.32
3480.67,7.2
3480.88,4.13
3480.88,6.28
3480.88,4.93
3480.88,4.96
3480.88,6.79
3480.88,5.8
3481.09,6.28
3481.30,4.99
3481.50,5.54
3481.71,4.83
3481.92,6.07
3481.92,6.24
3481.92,5.81
3481.92,7.27
3481.92,9.98
3481.92,6.39
3482.20,4.51
3482.49,5.44
3482.78,4.36
3483.07,4.54
3483.36,5.57
3483.36,6.18
3483.36,4.15
3483.36,5.25
3483.36,5.18
3483.36,5.22
3483.64,6.45
3483.93,9.58
3484.22,7.02
3484.52,5.91
3484.81,6.99
3484.81,7.14
3484.81,5.83
3484.81,5.33
3484.81,5.29
3484.81,7.76
3485.04,8.1
3485.26,7.17
3485.49,5.57
3485.72,5.16
3485.94,5.09
3485.94,5.53
3485.94,9.07
3485.94,5.79
3485.94,5.93
3485.94,5.57
3486.19,5.64
3486.43,6.17
3486.68,6.74
3486.92,5.72
3487.17,4.62
3487.17,5.41
3487.17,5.97
3487.17,4.89
3487.17,4.08
3487.17,4.81
3487.37,5.38
3487.56,5.91
3487.76,5.98
3487.96,6.55
3488.15,4.81
3488.15,5.24
3488.15,4.76
3488.15,5.19
3488.15,4.8
3488.15,3.84
3488.28,3.7
3488.42,3.59
3488.56,5.07
3488.69,6.63
3488.83,5.27
3488.83,8.09
3488.83,5.66
3488.83,6.22
3488.83,6.34
3488.83,6.04
3489.06,5.92
3489.29,8.34
3489.51,5.13
3489.74,5.25
3489.97,6.37
3489.97,7.42
3489.97,4.91
3489.97,4.53
3489.97,5.84
3489.97,7.53
3490.20,7.35
3490.43,6.38
3490.65,4.47
3490.89,4.62
3491.11,4.5
3491.11,5.29
3491.11,5.48
3491.11,5.11
3491.11,5.17
3491.11,5.92
3491.29,4.18
3491.48,3.84
3491.66,6.08
3491.84,4.98
3492.02,3.71
3492.02,4.81
3492.02,4.44
3492.02,3.25
3492.02,4.01
3492.02,3.92
3492.19,9.4
3492.37,5.43
3492.54,4.5
3492.72,4.2
3492.89,3.54
3492.89,5.48
3492.89,2.72
3492.89,4.21
3492.89,6.39
3492.89,5.91
3493.11,4.33
3493.33,3.33
3493.55,3.71
3493.77,3.04
3493.99,4.8
3493.99,5.46
3493.99,5.64
3493.99,5.39
3493.99,5.03
3493.99,6.04
3494.17,5.85
3494.35,6.13
3494.54,7.47
3494.71,6.07
3494.89,6.19
3494.89,6.4
3494.89,6.35
3494.89,7.17
3494.89,7.57
3494.89,6.23
3495.10,5.25
3495.30,6.47
3495.52,6.11
3495.72,6.12
3495.93,5.55
3495.93,8.56
3495.93,5.81
3495.93,6.17
3495.93,6.45
3495.93,4.07
3496.18,5.78
3496.44,8.44
3496.69,4.81
3496.94,5.94
3497.20,4.41
3497.20,5.15
3497.20,4.6
3497.20,3.86
3497.20,4.24
3497.20,3.77
3497.38,4.54
3497.58,4.78
3497.77,4.48
3497.97,4.26
3498.16,2.82
3498.16,5.27
3498.16,5.29
3498.16,5.56
3498.16,6.04
3498.16,8.87
3498.36,6.37
3498.55,4.94
3498.75,5.06
3498.94,5.82
3499.15,3.11
3499.15,5.67
3499.15,7.51
3499.15,5.22
3499.15,4.35
3499.15,4.6
3499.36,2.5
3499.58,1.92
3499.79,2.68
3500.01,5.58
3500.24,3.08
3500.24,3.26
3500.24,3.33
3500.24,2.88
3500.24,2.6
3500.24,3.95
3500.46,6
3500.68,4.03
3500.91,5.49
3501.14,5.36
3501.37,3.12
3501.37,3.85
3501.37,3.16
3501.37,3.5
3501.37,4.54
3501.37,4.78
3501.52,3.5
3501.68,1.27
3501.83,2.9
3501.99,2.81
3502.16,3.41
3502.16,3.44
3502.16,6.83
3502.16,3.87
3502.16,3.66
3502.16,3.9
3502.38,3.18
3502.61,2.51
3502.83,4.73
3503.06,6.25
3503.30,3.48
3503.30,5.41
3503.30,2.77
3503.30,3.18
3503.30,2.83
3503.30,3.35
3503.49,6.35
3503.69,4.05
3503.90,3.75
3504.10,3.27
3504.31,1.48
3504.31,2.72
3504.31,2.74
3504.31,1.5
3504.31,3.25
3504.31,3.39
3504.44,3.92
3504.59,3.15
3504.73,2.42
3504.88,3.67
3505.03,2.45
3505.03,2.73
3505.03,5.09
3505.03,1.66
3505.03,2.12
3505.03,2.71
3505.23,1.89
3505.42,4.11
3505.63,2.14
3505.83,2.82
3506.04,3.54
3506.04,4.45
3506.04,2.05
3506.04,1.79
3506.04,1.77
3506.04,1.95
3506.20,1.99
3506.36,2.12
3506.53,1.41
3506.69,1.56
3506.86,2.67
3506.86,2.68
3506.86,3.18
3506.86,4.38
3506.86,2.96
3506.86,3.14
3507.03,1.96
3507.21,2.54
3507.39,1.9
3507.57,3.79
3507.75,2.17
3507.75,5.3
3507.75,2.91
3507.75,1.62
3507.75,1.93
3507.75,0.59
3508.00,3.41
3508.24,3.72
3508.48,2.04
3508.72,3.68
3508.98,2.99
3508.98,3.23
3508.98,2.2
3508.98,0.71
3508.98,2.4
3508.98,3.17
3509.20,2.07
3509.44,2.56
3509.67,1.7
3509.91,0.32
3510.14,0.12
3510.14,1.91
3510.14,2.08
3510.14,3.19
3510.14,3.36
3510.14,1.8
3510.29,1.15
3510.44,0.69
3510.58,1.01
3510.73,1.05
3510.88,2.46
3510.88,2.96
3510.88,2.63
3510.88,4.64
3510.88,3.14
3510.88,2.43
3511.04,-0.07
3511.39,1.21
3511.56,1.13
3511.73,1.56
3511.73,3.35
3511.73,4.04
3511.73,1.34
3511.73,2.77
3511.73,3.56
3511.84,3.27
3511.95,2.95
3512.05,2.58
3512.15,2.38
3512.25,2.09
3512.25,2.87
3512.25,3.02
3512.25,3.41
3512.25,3.43
3512.25,3.29
3512.28,2.25
3512.31,3.93
3512.34,3.6
3512.36,3.02
3512.40,1.76
3512.40,2.77
3512.40,1.43
3512.40,3.37
3512.40,2.13
3512.40,1.74
3512.57,1.39
3512.75,0.26
3512.94,1.3
3513.12,1.38
3513.31,1.65
3513.31,2.88
3513.31,1.51
3513.31,2.64
3513.31,2.81
3513.31,2.03
3513.48,2.43
3513.66,4.32
3513.85,3.54
3514.02,2.88
3514.21,2.94
3514.21,4.7
3514.21,1.91
3514.21,2.81
3514.21,2.7
3514.21,3.58
3514.31,4.21
3514.42,4.56
3514.52,4.3
3514.63,3.38
3514.75,1.51
3514.75,2.91
3514.75,3.06
3514.75,2.71
3514.75,3.21
3514.75,2.86
3514.91,2.09
3515.09,2.42
3515.26,2.33
3515.43,2.57
3515.61,0.58
3515.61,0.93
3515.61,3.99
3515.61,2.48
3515.61,2.64
3515.61,2.06
3515.75,1.04
3515.90,0.04
3516.04,1.79
3516.19,3.3
3516.34,0.47
3516.34,1.28
3516.34,1.09
3516.34,1.17
3516.34,0.46
3516.34,0.56
3516.50,-0.04
3516.67,2.71
3516.84,2.67
3517.01,1.61
3517.18,2.39
3517.18,2.85
3517.18,1.53
3517.18,1.54
3517.18,2.05
3517.18,2.36
3517.32,4.1
3517.47,0.93
3517.61,2.13
3517.76,1.69
3517.91,2.07
3517.91,3.65
3517.91,2.36
3517.91,3.09
3517.91,2.78
3517.91,5.23
3518.13,4.41
3518.37,3.92
3518.61,2.28
3518.84,3.32
3519.08,1.84
3519.08,2.17
3519.08,3.59
3519.08,2.04
3519.08,2.95
3519.08,3.9
3519.31,1.01
3519.53,1.63
3519.77,4.16
3520.00,2.98
3520.24,0.59
3520.24,1.33
3520.24,1.02
3520.24,1
3520.24,1.21
3520.45,3.3
3520.66,1.87
3520.87,0.79
3521.08,0.28
3521.30,0.19
3521.30,2.23
3521.30,2.44
3521.30,2.09
3521.30,4.56
3521.30,2.44
3521.51,0.42
3521.71,0.92
3521.93,1.9
3522.13,1.58
3522.35,1.78
3522.35,3.2
3522.35,5.06
3522.35,3.41
3522.35,2.94
3522.35,1.81
3522.58,1.56
3522.81,2.07
3523.04,5.35
3523.27,3.22
3523.50,2.43
3523.50,4.82
3523.50,2.53
3523.50,2.41
3523.50,2.26
3523.50,1.66
3523.64,5.91
3523.78,6.07
3523.93,4.7
3524.07,3.01
3524.22,2.42
3524.22,3.72
3524.22,3.22
3524.22,3.97
3524.22,4.68
3524.22,5.95
3524.45,2.9
3524.68,2.64
3524.91,2.64
3525.14,2.16
3525.37,2.58
3525.37,2.73
3525.37,4.31
3525.37,1.94
3525.37,3.39
3525.37,2.73
3525.53,3.17
3525.69,4.22
3525.86,6.08
3526.01,4.47
3526.18,3.84
3526.18,6.42
3526.18,3.8
3526.18,4.18
3526.18,4.73
3526.18,5.28
3526.28,10.14
3526.38,8.6
3526.48,7.47
3526.58,7.37
3526.69,6.06
3526.69,8.04
3526.69,8.73
3526.69,7.41
3526.69,6.79
3526.69,5.5
3526.81,5.61
3526.95,6.86
3527.08,7.44
3527.21,7.97
3527.34,5.9
3527.34,8.58
3527.34,7.98
3527.34,8.16
3527.34,8.41
3527.34,8.96
3527.52,7.9
3527.71,5.61
3527.88,8.35
3528.07,7.66
3528.25,5.25
3528.25,8.05
3528.25,6.89
3528.25,6.32
3528.25,7.23
3528.25,4.67
3528.37,7.15
3528.49,7.25
3528.61,9.06
3528.73,10.93
3528.85,6.98
3528.85,8.48
3528.85,7.5
3528.85,7.23
3528.85,6.89
3528.85,7.22
3529.04,8.19
3529.24,7.16
3529.43,6.85
3529.62,7.13
3529.82,5.07
3529.82,5.94
3529.82,5.52
3529.82,3.92
3529.82,6.69
3529.82,4.68
3530.01,4.88
3530.21,5.27
3530.41,4.67
3530.61,4.93
3530.82,4.42
3530.82,5.82
3530.82,5
3530.82,4.59
3530.82,6.57
3530.82,5.79
3530.93,5.61
3531.05,5.33
3531.18,4.93
3531.30,4.51
3531.42,4.37
3531.42,5.36
3531.42,3.45
3531.42,5.2
3531.42,5.93
3531.42,4.98
3531.62,2.64
3531.83,3.35
3532.04,3.79
3532.25,3.73
3532.46,4.72
3532.46,4.92
3532.46,4.04
3532.46,3.2
3532.46,2.35
3532.66,1.97
3532.87,2.94
3533.09,5.33
3533.30,7.5
3533.51,2.81
3533.51,4.58
3533.51,3.87
3533.51,2.85
3533.51,3.16
3533.51,3.36
3533.69,4.59
3533.88,3.59
3534.05,2.76
3534.24,2.43
3534.42,2.56
3534.42,6.03
3534.42,3.38
3534.42,4.14
3534.42,4.39
3534.42,5.1
3534.53,4.56
3534.63,5.44
3534.74,5.43
3534.84,5.06
3534.95,3.28
3534.95,3.89
3534.95,3.5
3534.95,4.56
3534.95,5.43
3534.95,4.23
3535.18,3.62
3535.41,1.44
3535.64,1.82
3535.87,1.18
3536.12,1.45
3536.12,3.52
3536.12,5.57
3536.12,3.85
3536.12,5.31
3536.12,3.65
3536.30,4.88
3536.48,4.8
3536.66,8.16
3536.83,4.57
3537.02,5.39
3537.02,5.53
3537.02,4.73
3537.02,3.52
3537.02,4.16
3537.02,4.42
3537.24,4.33
3537.45,5.01
3537.67,4.84
3537.88,4.03
3538.11,5.11
3538.11,5.51
3538.11,4.06
3538.11,5.24
3538.11,6.14
3538.11,3.94
3538.37,5.52
3538.62,5.54
3538.88,4.46
3539.14,3.91
3539.40,3.74
3539.40,4.34
3539.40,3.81
3539.40,3.7
3539.40,4.07
3539.40,3.87
3539.59,3.99
3539.77,3.97
3539.97,4.9
3540.15,5.2
3540.35,4.24
3540.35,6.28
3540.35,5.65
3540.35,6.37
3540.35,5.54
3540.35,2.96
3540.59,3.08
3540.84,4.73
3541.08,4.13
3541.33,3.37
3541.58,3.98
3541.58,4.88
3541.58,2.37
3541.58,2.7
3541.58,1.92
3541.58,3.01
3541.75,5.06
3541.92,7.05
3542.10,6.57
3542.27,6.69
3542.45,5.39
3542.45,6.69
3542.45,4.99
3542.45,7.61
3542.45,5.65
3542.45,5.23
3542.71,4.44
3542.97,4.72
3543.23,1.95
3543.50,3.6
3543.76,3.42
3543.76,5.29
3543.76,4.92
3543.76,4.47
3543.76,4.46
3543.76,4.25
3544.02,3.19
3544.29,3.94
3544.55,6.02
3544.82,3.98
3545.09,4.37
3545.09,6.28
3545.09,4.31
3545.09,2.98
3545.09,4.84
3545.09,4.78
3545.32,5.91
3545.55,5.77
3545.78,5.64
3546.01,5.49
3546.26,4.83
3546.26,5.03
3546.26,2.93
3546.26,2.35
3546.26,4.74
3546.26,4.36
3546.51,3.56
3546.77,4
3547.02,3.88
3547.27,2.52
3547.53,3.19
3547.53,4.08
3547.53,2.04
3547.53,1.73
3547.53,2.36
3547.53,2.37
3547.75,1.24
3547.96,2.2
3548.18,4.08
3548.40,3.1
3548.61,2.17
3548.61,4.19
3548.61,3.96
3548.61,2.19
3548.61,2.57
3548.61,1.91
3548.86,4.6
3549.10,4.05
3549.34,4.41
3549.59,3.05
3549.83,3.16
3549.83,3.3
3549.83,1.91
3549.83,4.25
3549.83,4.41
3549.83,3.46
3550.11,3.66
3550.38,1.89
3550.66,2.71
3550.93,2.41
3551.22,2.84
3551.22,2.95
3551.22,4.34
3551.22,3.88
3551.22,4.13
3551.22,4.83
3551.48,1.6
3551.75,3.71
3552.02,4.25
3552.29,3.69
3552.56,2.11
3552.56,3.97
3552.56,2.5
3552.56,4.07
3552.56,3.8
3552.56,2.58
3552.83,2.09
3553.10,0.7
3553.37,2.15
3553.64,2.04
3553.93,-0.26
3553.93,0.52
3553.93,1.18
3553.93,2.1
3553.93,1.86
3553.93,1.9
3554.15,1.35
3554.61,0.12
3554.84,0.92
3555.08,0.15
3555.08,1.19
3555.08,1.76
3555.08,2.58
3555.08,1.64
3555.08,1.48
3555.50,0.09
3555.70,0.34
3555.91,2.57
3556.13,0.1
3556.13,1.79
3556.13,-0.12
3556.13,0.05
3556.13,0.63
3556.13,0.81
3556.72,1.96
3557.02,0.74
3557.32,1.38
3557.62,1.47
3557.62,4.11
3557.62,0.82
3557.62,1.03
3557.92,1.41
3558.21,1.65
3558.51,1.11
3558.81,-0.03
3559.11,0.78
3559.11,0.9
3559.11,1.62
3559.11,2.91
3559.11,0.3
3559.11,0.07
3559.36,1.37
3559.61,0.83
3559.86,0.12
3560.11,1.87
3560.37,3.37
3560.37,1.78
3560.37,0.19
3560.37,-0.18
3560.37,0.19
3560.68,1.26
3561.00,2.06
3561.32,-0.01
3561.64,1.79
3561.96,1.02
3561.96,2.38
3561.96,1.53
3561.96,1.74
3561.96,0.7
3561.96,1.99
3562.26,0.91
3562.57,1.29
3562.87,0.81
3563.18,2.1
3563.48,0.05
3563.48,1.72
3563.48,1.84
3563.48,3.47
3563.48,2.39
3563.48,2.09
3563.75,1.78
3564.03,0.61
3564.30,2.32
3564.57,1.41
3564.85,1.6
3564.85,3.93
3564.85,3.44
3564.85,2.34
3564.85,1.94
3564.85,2.29
3565.17,2.43
3565.48,2.72
3565.80,1.8
3566.12,2.24
3566.44,0.14
3566.44,1.74
3566.44,2.09
3566.44,-0.2
3566.44,1.39
3566.44,3.41
3566.76,0.65
3567.70,0.91
3568.02,1.01
3568.02,2.83
3568.02,3.32
3568.02,0.38
3568.02,1.4
3568.02,0.93
3568.56,1.57
3568.85,1.53
3569.12,0.87
3569.41,0.9
3569.41,1.95
3569.41,0.36
3569.41,0.83
3569.41,0.6
3569.41,1.29
3569.63,2.55
3569.85,2.8
3570.08,3.02
3570.30,2.38
3570.53,2.49
3570.53,4.34
3570.53,3.54
3570.53,2.74
3570.53,5.76
3570.53,3.57
3570.78,3.74
3571.02,3.88
3571.28,4.91
3571.52,5.05
3571.78,3.91
3571.78,5.54
3571.78,3.14
3571.78,5.64
3571.78,3.87
3571.78,3.72
3572.07,3.11
3572.36,4.8
3572.65,4.6
3572.95,5.21
3573.24,5.7
3573.24,6.99
3573.24,2.28
3573.24,4
3573.24,3.3
3573.24,5.54
3573.49,5.2
3573.74,4.75
3573.99,3.41
3574.24,3.71
3574.48,4.16
3574.48,4.18
3574.48,5.22
3574.48,7.74
3574.48,3.99
3574.48,4.92
3574.69,2.47
3574.90,3.61
3575.11,3.84
3575.31,4.85
3575.52,4.04
3575.52,6
3575.52,4.34
3575.52,4.26
3575.52,3.52
3575.52,4.58
3575.72,4.46
3575.93,6.16
3576.14,3.4
3576.34,4.43
3576.55,3.17
3576.55,4.58
3576.55,4.81
3576.55,2.74
3576.55,3.56
3576.55,5.75
3576.73,4.71
3576.92,3.65
3577.10,2.75
3577.28,2.35
3577.47,2.28
3577.47,3.26
3577.47,2.83
3577.47,5.41
3577.47,4.32
3577.47,4.88
3577.69,5.4
3577.90,5.49
3578.12,5.5
3578.34,5.75
3578.55,3.82
3578.55,4.38
3578.55,3.81
3578.55,4.86
3578.55,4.61
3578.55,3.93
3578.68,4.59
3578.83,5.94
3578.97,6.54
3579.11,2.58
3579.25,5.11
3579.25,5.47
3579.25,5.64
3579.25,7.35
3579.25,4.73
3579.25,5.26
3579.47,3.55
3579.68,4.78
3579.91,3.96
3580.12,5.43
3580.34,3.76
3580.34,7.39
3580.34,5.22
3580.34,4.86
3580.34,5.59
3580.34,3.87
3580.58,4.53
3580.82,5.4
3581.06,3.07
3581.29,3.94
3581.54,3.64
3581.54,5.57
3581.54,5.39
3581.54,4.47
3581.54,6.2
3581.54,6.6
3581.82,6.24
3582.10,5.72
3582.38,3.77
3582.66,4.4
3582.94,4.11
3582.94,4.34
3582.94,4.12
3582.94,3.86
3582.94,4.47
3582.94,3.53
3583.20,3.25
3583.47,4.62
3583.73,3.14
3584.00,4.9
3584.27,2.81
3584.27,3.53
3584.27,4.32
3584.27,2.66
3584.27,3.23
3584.27,2.78
3584.42,4.01
3584.58,3.92
3584.73,6.04
3584.89,1.43
3585.05,5.7
3585.05,6.84
3585.05,5.53
3585.05,6.74
3585.05,6.5
3585.05,6.32
3585.20,6.28
3585.35,4.73
3585.51,6
3585.67,6.8
3585.83,7.59
3585.83,10.01
3585.83,8.67
3585.83,8.3
3585.83,7.33
3585.83,3.31
3586.02,5.86
3586.21,9.28
3586.41,5.85
3586.60,7.8
3586.80,7.56
3586.80,7.88
3586.80,8.02
3586.80,7.11
3586.80,6.75
3586.80,7.49
3587.02,8.53
3587.25,7.17
3587.48,6.09
3587.71,6.1
3587.93,4.99
3587.93,5.75
3587.93,4.61
3587.93,7.47
3587.93,7.02
3587.93,8.35
3588.19,5.84
3588.46,6.86
3588.73,6.84
3589.00,5.82
3589.26,5.33
3589.26,5.43
3589.26,5.88
3589.26,3.54
3589.26,4.95
3589.26,4.92
3589.48,5.24
3589.69,5.82
3589.91,5.92
3590.12,3.91
3590.33,6.16
3590.33,6.79
3590.33,4.39
3590.33,6.47
3590.33,5.96
3590.33,6.27
3590.56,5.81
3590.79,6.14
3591.03,5.34
3591.26,6.71
3591.50,5.12
3591.50,5.71
3591.50,6.46
3591.50,5.55
3591.50,4.36
3591.50,5.58
3591.71,7.06
3591.91,5.35
3592.11,6.36
3592.31,6.22
3592.53,4.78
3592.53,6.46
3592.53,6.98
3592.53,7.1
3592.53,6.57
3592.53,8.17
3592.82,6.41
3593.12,3.63
3593.42,5.54
3593.72,4.83
3594.02,5.01
3594.02,5.54
3594.02,4.08
3594.02,4.56
3594.02,5.79
3594.02,4.41
3594.29,6.69
3594.57,6.67
3594.85,6.55
3595.13,4.64
3595.40,5.77
3595.40,5.88
3595.40,3.78
3595.40,5.4
3595.40,5.19
3595.40,5.03
3595.68,3.62
3595.97,4.81
3596.25,4.18
3596.54,2.73
3596.83,3.97
3596.83,4.11
3596.83,4.33
3596.83,6.66
3596.83,3.78
3596.83,4.97
3597.12,5.52
3597.42,5.99
3597.71,6.6
3598.01,7.27
3598.31,5.94
3598.31,6.34
3598.31,5.76
3598.31,5.41
3598.31,6.46
3598.31,6.53
3598.60,5.19
3598.90,5.43
3599.20,4.69
3599.50,4.71
3599.81,4.91
3599.81,5.78
3599.81,4.43
3599.81,4.4
3599.81,4.5
3599.81,5.47
3600.06,4.35
3600.31,5.06
3600.56,4.21
3600.81,3.47
3601.07,4.21
3601.07,5.06
3601.07,4.58
3601.07,4.93
3601.07,4.92
3601.07,2.76
3601.34,3.29
3601.61,4.39
3601.88,5.67
3602.16,3.14
3602.44,2.66
3602.44,4.01
3602.44,2.92
3602.44,5.57
3602.44,4.49
3602.44,4.19
3602.68,4.95
3602.92,3.18
3603.17,3.2
3603.42,3.28
3603.67,2.82
3603.67,2.93
3603.67,3.39
3603.67,2.62
3603.67,3.56
3603.67,4.54
3603.92,2.78
3604.19,2.62
3604.45,3.32
3604.71,2.35
3604.98,1.18
3604.98,2.67
3604.98,5.43
3604.98,2.43
3604.98,3.63
3604.98,3.33
3605.23,1.88
3605.49,1.51
3605.74,3.54
3606.00,3.95
3606.25,1.94
3606.25,2.13
3606.25,2.56
3606.25,3.18
3606.25,2.58
3606.25,1.42
3606.50,3.29
3606.76,3.63
3607.01,1.8
3607.27,2.43
3607.53,1.6
3607.53,3.48
3607.53,2.37
3607.53,0.92
3607.53,3.04
3607.53,3.79
3607.81,3.21
3608.09,2.47
3608.37,2.91
3608.65,3.15
3608.93,1.7
3608.93,1.97
3608.93,1.82
3608.93,2.35
3608.93,1.99
3608.93,1.85
3609.18,2.3
3609.42,1.95
3609.67,0.68
3609.92,3.09
3610.18,3.36
3610.18,4.48
3610.18,2.82
3610.18,3.85
3610.18,3.59
3610.18,4.63
3610.44,5.9
3610.72,6.66
3610.99,5.31
3611.27,5.61
3611.55,6.12
3611.55,9.07
3611.55,6.2
3611.55,6.16
3611.55,6.71
3611.55,7.6
3611.74,7.69
3611.87,6.71
3611.87,8.33
3611.87,7.35
3611.87,7.14
3611.87,8.02
3611.87,7.93
3611.94,8.19
3612.01,6.41
3612.09,7.93
3612.14,9.71
3612.14,6.58
3612.28,7.17
3612.32,9.09
3612.34,7.33
3612.41,7.85
3612.55,7.63
3612.55,7.8
3612.55,7.45
3612.55,6.51
3612.55,7.87
3612.55,7.55
3612.55,8.49
3612.79,7.61
3613.02,8.55
3613.02,8.98
3613.02,7.51
3613.02,8.93
3613.02,8.32
3613.02,8.82
3613.27,8.92
3613.52,8.46
3613.77,10.44
3614.02,7.41
3614.26,6.91
3614.26,7.09
3614.26,8.71
3614.26,6.18
3614.26,5.69
3614.26,6.26
3614.49,9.18
3614.72,7.11
3614.96,8.68
3615.19,8.48
3615.42,7.83
3615.42,9.49
3615.42,8.71
3615.42,7.69
3615.42,10.33
3615.42,10.09
3615.69,8.65
3615.97,8.62
3616.24,7.99
3616.52,8.67
3616.80,7.59
3616.80,8.12
3616.80,8.48
3616.80,10.04
3616.80,8.14
3616.80,7.97
3617.09,8.01
3617.39,6.23
3617.69,7.29
3617.99,8.07
3618.30,5.45
3618.30,7.28
3618.30,7.34
3618.30,6.97
3618.30,7.43
3618.30,5.14
3618.57,8.6
3618.85,7.36
3619.14,6.38
3619.42,7.34
3619.70,5.75
3619.70,7.49
3619.70,6.13
3619.70,5.82
3619.70,7.56
3619.70,7.85
3620.01,6.64
3620.32,6.63
3620.64,6.11
3620.95,5.9
3621.27,5.67
3621.27,6.48
3621.27,7.62
3621.27,6.61
3621.27,5.86
3621.27,6.75
3621.55,5.78
3621.85,6.32
3622.14,7.61
3622.44,9.8
3622.74,4.13
3622.74,7.4
3622.74,5.8
3622.74,6.87
3622.74,4.98
3622.74,5.56
3623.04,7.1
3623.34,6.59
3623.64,7.64
3623.94,6.5
3624.24,4.72
3624.24,7
3624.24,5.46
3624.24,6.28
3624.24,8.51
3624.24,7.06
3624.52,7.37
3624.81,4.52
3625.11,5.23
3625.39,4.7
3625.69,3.77
3625.69,4.47
3625.69,6.18
3625.69,4.88
3625.69,4.76
3625.69,4.69
3625.95,2.85
3626.21,4.71
3626.47,7.37
3626.73,6.8
3627.00,5.17
3627.00,5.89
3627.00,5.88
3627.00,5.57
3627.00,5.45
3627.00,5.95
3627.24,7.03
3627.48,5.67
3627.72,7.17
3627.97,6.45
3628.21,5.95
3628.21,6.08
3628.21,5.56
3628.21,5.96
3628.21,7.54
3628.21,5.96
3628.49,6.17
3628.77,5.01
3629.06,4.78
3629.33,3.86
3629.62,5.08
3629.62,5.45
3629.62,7.39
3629.62,6.29
3629.62,7.29
3629.62,7.33
3629.91,5.65
3630.20,5.05
3630.49,6.84
3630.78,4.96
3631.07,6.57
3631.07,7.47
3631.07,6.02
3631.07,4.31
3631.07,5.4
3631.07,6.77
3631.32,5.48
3631.56,5.85
3631.80,6.39
3632.04,5.81
3632.29,5.96
3632.29,6.76
3632.29,5.04
3632.29,5.88
3632.29,7.1
3632.29,5.14
3632.56,5.1
3632.83,5.18
3633.10,5.29
3633.38,5.26
3633.66,4.8
3633.66,5.8
3633.66,4.29
3633.66,5.73
3633.66,5.38
3633.66,3.35
3633.95,5.3
3634.24,7.32
3634.53,5.59
3634.83,5.31
3635.12,6.02
3635.12,7.55
3635.12,4.07
3635.12,5.15
3635.12,4.43
3635.12,5.38
3635.37,4.79
3635.63,5.54
3635.89,4.95
3636.14,3.79
3636.41,5.25
3636.41,5.4
3636.41,4.86
3636.41,5.7
3636.41,5.08
3636.41,4.49
3636.68,5.61
3636.96,5.25
3637.25,5.37
3637.52,6.16
3637.81,3.62
3637.81,5.6
3637.81,4.89
3637.81,5.03
3637.81,4.6
3637.81,3.44
3638.08,3.59
3638.35,6.22
3638.64,4.4
3638.91,6.42
3639.20,4.85
3639.20,6.18
3639.20,5.58
3639.20,6.03
3639.20,5.44
3639.20,6.71
3639.42,5.02
3639.65,5.29
3639.88,3.91
3640.11,3.7
3640.33,3.67
3640.33,6.56
3640.33,5.11
3640.33,7.88
3640.33,5.4
3640.33,6.52
3640.55,5.65
3640.77,4.72
3640.99,4.54
3641.21,6.69
3641.44,4.22
3641.44,6.52
3641.44,6.02
3641.44,4.18
3641.44,5.04
3641.44,5.1
3641.62,7.31
3641.79,6.18
3641.97,5.65
3642.14,5.56
3642.32,3.13
3642.32,6.09
3642.32,4.05
3642.32,4.03
3642.32,7.01
3642.32,5.22
3642.49,4.85
3642.67,4.85
3642.85,5.74
3643.03,5.41
3643.21,3.95
3643.21,7.11
3643.21,6.12
3643.21,5.47
3643.21,5.44
3643.21,4.03
3643.38,5.65
3643.57,6.89
3643.76,5.01
3643.95,4.95
3644.14,4.68
3644.14,5.29
3644.14,3.82
3644.14,4.7
3644.14,4.74
3644.14,6.93
3644.31,6.95
3644.49,4.81
3644.66,3.88
3644.83,3.85
3645.01,3.73
3645.01,3.77
3645.01,5.91
3645.01,5.11
3645.01,6.02
3645.01,5.32
3645.18,5.33
3645.36,4.7
3645.53,6.86
3645.71,6.52
3645.88,4.37
3645.88,6.4
3645.88,4.31
3645.88,3.89
3645.88,3.94
3645.88,3.97
3646.04,4.95
3646.19,5.68
3646.34,5.66
3646.49,5.39
3646.65,4.81
3646.65,5.58
3646.65,4.73
3646.65,4.62
3646.65,7.46
3646.65,5.5
3646.83,4.9
3647.00,4.46
3647.18,3.35
3647.36,4.28
3647.54,4.03
3647.54,4.54
3647.54,6.37
3647.54,4.25
3647.54,3.53
3647.54,5.97
3647.66,1.36
3647.79,4.29
3647.91,7.29
3648.04,7.85
3648.16,5.32
3648.16,5.47
3648.16,3.55
3648.16,3.8
3648.16,4.33
3648.16,3.37
3648.30,6.16
3648.43,5.16
3648.56,4.26
3648.69,3.05
3648.82,4.4
3648.82,4.59
3648.82,4.84
3648.82,5.67
3648.82,8.27
3648.82,5.91
3649.01,5.32
3649.19,3.73
3649.38,3.67
3649.56,3.4
3649.75,3.86
3649.75,4.76
3649.75,7.06
3649.75,6.4
3649.75,5.56
3649.75,5.21
3649.95,3.31
3650.15,4.25
3650.36,6.9
3650.56,4.42
3650.77,4.61
3650.77,5.78
3650.77,4.02
3650.77,3.86
3650.77,6
3650.77,5.91
3650.93,4.42
3651.10,5.64
3651.26,4.26
