dist,camp
977.99,12.53
978.12,11.68
978.26,11.76
978.40,9.59
978.40,12.41
978.40,10.45
978.40,12.61
978.40,10.13
978.40,9.93
978.49,11.27
978.57,10.01
978.66,9.51
978.75,9.91
978.85,9.53
978.85,12.23
978.85,10.86
978.85,10.74
978.85,13.05
978.85,13.29
979.06,13.51
979.27,12.06
979.49,10.96
979.70,11.56
979.91,12.82
979.91,12.08
979.91,13.89
979.91,15.71
979.91,13.84
979.91,12.31
980.02,7.06
980.13,8.69
980.24,7.21
980.36,8.6
980.47,7.71
980.47,12.22
980.47,10.36
980.47,8.71
980.47,9.04
980.47,9.53
980.66,7.83
980.86,9.25
981.06,12.03
981.26,11.59
981.46,11.01
981.46,11.52
981.46,12.19
981.46,12.65
981.46,13.03
981.46,10.99
981.69,12.24
981.92,13.11
982.15,12.88
982.38,13.66
982.61,13.71
982.61,14.6
982.61,13.83
982.61,12.31
982.61,13.6
982.61,13.29
982.66,13.49
982.69,13.49
982.74,11.21
982.78,11.58
982.82,10.82
982.82,13.08
982.82,13.35
982.82,14.08
982.82,15.77
982.82,17.25
982.85,11.25
982.88,9.92
982.92,8.04
982.95,8.15
982.98,8.57
982.98,9.79
982.98,8.62
982.98,8.82
982.98,8.95
982.98,9.17
983.05,12.12
983.12,10.71
983.20,10.89
983.28,10.1
983.36,9.75
983.36,9.59
983.36,9.11
983.36,7.68
983.36,7.33
983.36,10
983.49,11.1
983.62,12.92
983.75,12.38
983.87,11.6
984.00,11.15
984.00,11.39
984.00,9.26
984.00,9.33
984.00,9.69
984.00,9.79
984.15,12.7
984.30,10.99
984.45,10.74
984.60,12.49
984.76,13.01
984.76,13.94
984.76,11.39
984.76,11.82
984.76,10.57
984.76,9.78
984.90,14.36
985.03,11.65
985.17,14.68
985.30,11.5
985.44,11.47
985.44,9.73
985.44,10.58
985.44,10.04
985.44,11.2
985.44,14.21
985.46,11.73
985.49,11.42
985.52,9.71
985.55,5.5
985.58,10.31
985.58,9.54
985.58,7.21
985.58,11.13
985.58,11.53
985.58,10.37
985.62,6.8
985.65,6.31
985.68,7.65
985.72,7.83
985.75,8.18
985.75,7.91
985.75,11.36
985.75,11.8
985.75,11.81
985.75,9.41
985.82,9.83
985.88,10.6
985.94,11.61
986.01,12.43
986.07,12.8
986.07,8.52
986.07,10.54
986.07,11.02
986.07,9.45
986.07,6.72
986.12,8.39
986.17,11.91
986.23,12.22
986.29,11.16
986.29,7.12
986.29,2.89
986.29,3.71
986.29,4.84
986.29,5.43
986.29,8.03
986.30,6.23
986.31,7.21
986.32,7
986.33,7.69
986.34,11.04
986.34,9.76
986.34,5.64
986.34,9.89
986.34,6.19
986.34,7.11
986.35,8.1
986.43,6.82
986.51,6.79
986.59,6.5
986.67,8.19
986.67,9.69
986.67,9.38
986.67,9.47
986.67,9.18
986.67,8.65
986.76,8.88
986.84,6.99
986.93,8.76
987.01,9.67
987.11,9.84
987.11,9.81
987.11,10.94
987.11,9.12
987.11,9.4
987.11,9.39
987.21,7.89
987.32,7.21
987.42,7.95
987.52,9.57
987.56,8.79
987.56,10.59
987.56,8.04
987.56,8.93
987.56,8.91
987.56,8.28
987.58,9.51
987.59,9.23
987.61,9.36
987.62,9.15
987.63,10.76
987.63,9.07
987.63,9.47
987.63,9.45
987.63,8.56
987.63,9.54
987.65,7.58
987.74,8.98
987.84,7.71
987.93,7.66
988.04,9.53
988.04,12.27
988.04,8.57
988.04,10.24
988.04,9.87
988.04,10.53
988.24,9.44
988.45,10.37
988.66,10.26
988.87,10.37
989.08,10.68
989.08,12.91
989.08,9.43
989.08,11.12
989.08,9.65
989.08,10.36
989.28,10.37
989.49,11.04
989.71,13.08
989.92,13.09
990.13,12.19
990.13,12.55
990.13,12.26
990.13,10.2
990.13,9.58
990.13,10.95
990.30,11.59
990.47,13.53
990.63,12.71
990.80,13.39
990.97,16.65
990.97,13.45
990.97,13.79
990.97,13.88
990.97,13.94
990.97,15.07
991.06,15.67
991.15,17.52
991.24,14.16
991.33,9.09
991.43,12.26
991.43,10.56
991.43,11.63
991.43,13.74
991.43,11.13
991.43,11.23
991.50,8.63
991.58,11.59
991.66,10.35
991.74,10.43
991.82,9.92
991.82,11.65
991.82,10.83
991.82,11.28
991.82,9.84
991.82,11.04
991.99,12.57
992.16,11.7
992.33,12.36
992.49,12.39
992.67,14.07
992.67,10.69
992.67,9.04
992.67,11.29
992.67,12.24
992.67,12.32
992.77,12.29
992.88,11.42
993.00,12.92
993.11,13.61
993.23,11.78
993.23,9.87
993.23,11.12
993.23,9.94
993.23,11.73
993.23,10.14
993.40,8.68
993.58,6.4
993.76,7.75
993.94,8.39
994.12,7.98
994.12,8.53
994.12,9.35
994.12,8.18
994.12,8.39
994.12,6.67
994.37,7.61
994.62,6.68
994.87,8.77
995.13,7.56
995.38,6.33
995.38,7.94
995.38,7.12
995.38,6.39
995.38,7.63
995.38,7.88
995.60,8.05
995.83,9.44
996.06,8
996.29,8.22
996.53,13.19
996.53,9.82
996.53,7.87
996.53,10.27
996.53,9.31
996.53,11.48
996.73,12.91
996.94,14.05
997.14,14.84
997.35,13.82
997.57,17.72
997.57,15.04
997.57,16.46
997.57,16.33
997.57,19.27
997.57,18.46
997.72,17.58
997.89,17.01
998.06,17.92
998.23,18.42
998.40,18.57
998.40,21.12
998.40,18.84
998.40,19.07
998.40,17.57
998.40,17.67
998.54,18.47
998.69,18.76
998.83,20.52
998.98,19.72
999.14,21.79
999.14,20.62
999.14,18.46
999.14,20.03
999.14,20.6
999.14,24.61
999.31,21.58
999.49,19.06
999.68,19.52
999.86,18.76
1000.05,19.34
1000.05,18.32
1000.05,19.45
1000.05,18.65
1000.05,17.67
1000.05,18.37
1000.16,17.42
1000.27,18.19
1000.40,16.85
1000.51,17.51
1000.63,18.08
1000.63,16.53
1000.63,15.55
1000.63,15.22
1000.63,14.7
1000.63,15.53
1000.75,16.6
1000.87,16.92
1000.98,18.29
1001.11,16.32
1001.24,16.83
1001.24,15.95
1001.24,15.42
1001.24,15.25
1001.24,16.36
1001.24,14.4
1001.31,14.49
1001.41,12.39
1001.49,9.36
1001.58,12.84
1001.67,9.92
1001.67,11.76
1001.67,11.88
1001.67,13.09
1001.67,13.2
1001.67,12.74
1001.74,12.66
1001.80,7.36
1001.86,8.88
1001.92,8.54
1001.97,10.45
1001.97,10.21
1001.97,10.48
1001.97,10.37
1001.97,9.06
1001.97,9.33
1002.09,9.43
1002.21,8.3
1002.33,10.19
1002.45,10.77
1002.57,13.21
1002.57,10.73
1002.57,12.2
1002.57,13.42
1002.57,14.18
1002.57,12.38
1002.67,11.2
1002.77,12.42
1002.88,10.91
1002.98,12.67
1003.09,13.8
1003.09,10.92
1003.09,12.66
1003.09,12.49
1003.09,11.62
1003.09,11.89
1003.13,12.38
1003.17,12.94
1003.21,11.33
1003.25,9.87
1003.28,10.77
1003.28,9.58
1003.28,5.68
1003.28,7.18
1003.28,7.39
1003.28,9.43
1003.33,10.71
1003.39,11.06
1003.43,10.03
1003.48,10.11
1003.53,8.6
1003.53,9.87
1003.53,7.28
1003.53,8.18
1003.53,8.53
1003.53,10.37
1003.58,9.93
1003.63,11.18
1003.68,12.5
1003.73,10.94
1003.78,9.88
1003.78,9.36
1003.78,10.99
1003.78,7.25
1003.78,8.73
1003.78,9.65
1003.78,10.71
1003.79,13.02
1003.79,9.8
1003.79,4.68
1003.79,6.79
1003.79,4.93
1003.79,6.49
1003.79,6.55
1003.79,14.12
1003.80,10.9
1003.82,8.41
1003.85,9.25
1003.89,7.74
1003.92,6.89
1003.95,7.71
1003.95,6.33
1003.95,7.34
1003.95,5.94
1003.95,5.92
1003.95,6.6
1004.08,8.75
1004.22,9.13
1004.35,10.45
1004.49,12.71
1004.62,11.84
1004.62,10.38
1004.62,12.02
1004.62,11.38
1004.62,8.14
1004.62,10.26
1004.71,12.04
1004.81,11.16
1004.91,13.58
1005.00,12.27
1005.11,11.05
1005.11,6.77
1005.11,10.96
1005.11,11.13
1005.11,11.02
1005.11,9.36
1005.27,10
1005.43,11.57
1005.59,10.96
1005.76,10.85
1005.93,8.07
1005.93,6.7
1005.93,7.72
1005.93,7.72
1005.93,9.02
1005.93,7.86
1006.11,9.16
1006.28,9.37
1006.46,5.64
1006.54,9.83
1006.54,5.3
1006.54,6.96
1006.54,7.24
1006.54,6.49
1006.54,4.15
1006.57,8.99
1006.58,5.13
1006.60,6.53
1006.63,5.49
1006.63,7.76
1006.64,7.52
1006.65,6.72
1006.67,8.47
1006.69,6.6
1006.69,5.52
1006.69,10.46
1006.69,7.99
1006.69,6.67
1006.69,7.63
1006.72,4.73
1006.72,6.06
1006.74,6.61
1006.77,4.14
1006.77,5.02
1006.77,6.15
1006.77,3.65
1006.77,5.08
1006.77,5.06
1006.77,4.56
1006.79,5.59
1006.82,5.99
1006.82,6.42
1006.82,6.35
1006.82,9.14
1006.82,7.16
1006.82,6.93
1006.90,8.95
1007.04,7.34
1007.18,6.63
1007.33,6.84
1007.47,7.23
1007.47,8.72
1007.47,5.72
1007.47,5.66
1007.47,5.02
1007.47,6.48
1007.68,8.11
1007.91,8.2
1008.13,7.86
1008.36,6.03
1008.58,7.77
1008.58,7.17
1008.58,7.14
1008.58,6.85
1008.58,7.03
1008.58,9.72
1008.78,7.38
1008.97,6.04
1009.17,6.61
1009.37,7.22
1009.57,10.06
1009.57,6.45
1009.57,12.13
1009.57,8.74
1009.57,8.89
1009.57,10.96
1009.89,9.33
1010.21,8.5
1010.54,8.91
1010.86,10.57
1011.19,9.5
1011.19,9.62
1011.19,10.43
1011.19,8.63
1011.19,7.69
1011.19,8.18
1011.47,9.76
1011.74,10.81
1012.03,10.72
1012.30,11.26
1012.59,10.29
1012.59,14.2
1012.59,10.76
1012.59,11.5
1012.59,10.52
1012.59,11.46
1012.81,13.25
1013.03,11.74
1013.26,10.99
1013.49,11.65
1013.71,11.52
1013.71,12.92
1013.71,12.35
1013.71,14.31
1013.71,12.75
1013.71,12.1
1013.91,13.05
1014.12,12.16
1014.32,11.51
1014.52,12.63
1014.73,11.68
1014.73,13.26
1014.73,11.49
1014.73,12.57
1014.73,11.55
1014.73,12.53
1014.85,12.7
1014.96,14.4
1015.07,13.96
1015.18,13.44
1015.30,12.88
1015.30,15
1015.30,10.55
1015.30,11.93
1015.30,11.35
1015.30,12.19
1015.40,14.7
1015.50,15.77
1015.62,13.87
1015.72,11.53
1015.84,11.77
1015.84,10.39
1015.84,9.24
1015.84,8.79
1015.84,9.85
1015.84,10.71
1016.03,15.05
1016.23,14.29
1016.43,12.8
1016.63,11.38
1016.83,12.24
1016.83,13.45
1016.83,9.83
1016.83,9.97
1016.83,9.49
1016.83,10.36
1017.09,11.53
1017.35,11.08
1017.61,10.45
1017.87,11.33
1018.14,11.49
1018.14,10
1018.14,10.81
1018.14,14.27
1018.14,13.81
1018.14,11.92
1018.27,10.89
1018.39,10.65
1018.51,9.85
1018.63,9.57
1018.76,12.08
1018.76,10
1018.76,11.2
1018.76,11.79
1018.76,14.83
1018.76,13.49
1018.82,10.56
1018.89,9.86
1018.96,10.71
1019.03,11.34
1019.11,13.07
1019.11,10.43
1019.11,8.66
1019.11,11.52
1019.11,11.29
1019.11,12.21
1019.17,10.29
1019.23,10.02
1019.29,8.71
1019.35,12.14
1019.41,12.8
1019.41,9.09
1019.41,9.15
1019.41,9.67
1019.41,7.89
1019.41,7.22
1019.47,8.39
1019.53,10.19
1019.58,9.79
1019.64,10.15
1019.70,9.91
1019.70,10.32
1019.70,5.81
1019.70,7.69
1019.70,7.63
1019.70,7.34
1019.78,8.42
1019.86,9.76
1019.93,8.41
1020.01,8.38
1020.08,8.12
1020.08,8.57
1020.08,9.16
1020.08,12.1
1020.08,10.71
1020.08,8.65
1020.21,6.8
1020.35,6.65
1020.48,6.73
1020.63,8.76
1020.77,9.68
1020.77,8.1
1020.77,12.66
1020.77,12.71
1020.77,11.18
1020.77,10.39
1020.88,8.56
1020.98,9.17
1021.09,10.22
1021.19,10.62
1021.30,12.16
1021.30,9.29
1021.30,11.08
1021.30,10.24
1021.30,10.63
1021.30,8.86
1021.49,10.77
1021.68,12.21
1021.87,14.7
1022.06,11.91
1022.26,10.71
1022.26,11.12
1022.26,10.77
1022.26,10.11
1022.26,9.78
1022.26,10.55
1022.58,12.44
1022.89,12.21
1023.21,11.17
1023.53,12.28
1023.85,12.46
1023.85,12.68
1023.85,10.5
1023.85,10.3
1023.85,11.27
1023.85,10.8
1024.07,12.38
1024.29,13.44
1024.51,11.44
1024.73,8.92
1024.96,10.82
1024.96,8.35
1024.96,10.68
1024.96,11.79
1024.96,14.71
1024.96,12.42
1025.04,9.72
1025.11,7.65
1025.20,7.54
1025.27,8.73
1025.34,9.06
1025.34,9.33
1025.34,13.15
1025.34,13.29
1025.34,9.12
1025.34,9.17
1025.42,6.2
1025.50,8.51
1025.58,7.04
1025.65,7.16
1025.72,10.36
1025.72,6.12
1025.72,9.35
1025.72,12.32
1025.72,8.58
1025.72,8.24
1025.74,9.87
1025.76,11.11
1025.77,8.49
1025.78,10.17
1025.80,12.62
1025.80,2.34
1025.80,9.3
1025.80,8.97
1025.80,8.02
1025.80,4.37
1025.82,5.22
1025.83,5.32
1025.85,7.05
1025.87,8.76
1025.88,9.9
1025.88,5.87
1025.88,5.45
1025.88,6.69
1025.88,4.5
1025.88,3.61
1026.00,5.08
1026.13,8.16
1026.25,9.7
1026.37,7.61
1026.51,8.36
1026.51,6.74
1026.51,6.02
1026.51,4.91
1026.51,5.97
1026.51,6.62
1026.66,11.52
1026.81,10.24
1026.96,10.09
1027.11,10.27
1027.26,12.68
1027.26,9.14
1027.26,10.28
1027.26,11.67
1027.26,10.6
1027.26,9.92
1027.48,11.85
1027.70,12.26
1027.92,12.39
1028.14,9.35
1028.37,9.96
1028.37,12.32
1028.37,11.13
1028.37,10.59
1028.37,11.74
1028.37,13.41
1028.62,11.66
1028.88,9.46
1029.14,10.04
1029.40,10.49
1029.66,12.23
1029.66,10.51
1029.66,13.87
1029.66,12.31
1029.66,12.9
1029.66,13.69
1029.87,13.14
1030.09,11.56
1030.30,14.13
1030.52,16.91
1030.74,14.79
1030.74,11.43
1030.74,13.53
1030.74,11.88
1030.74,11.73
1030.74,11.38
1030.84,14.72
1030.94,11.05
1031.04,10.78
1031.15,11.13
1031.26,10.15
1031.26,12.11
1031.26,8.92
1031.26,10.48
1031.26,11.23
1031.26,12.43
1031.40,12.57
1031.55,13.15
1031.71,8.79
1031.71,6.66
1031.71,9.91
1031.71,12.79
1031.71,9.39
1031.71,7.86
1031.71,12.81
1031.71,3.09
1031.72,3.78
1031.72,5.88
1031.73,4.53
1031.73,8.55
1031.73,7.33
1031.73,6.19
1031.73,6.26
1031.73,6.1
1031.73,7.11
1031.77,8.62
1031.80,6.16
1031.83,10.33
1031.86,7.88
1031.88,5.77
1031.90,12.82
1031.94,6.76
1031.96,11.53
1032.02,9.94
1032.02,9.06
1032.02,8.96
1032.02,11.61
1032.02,12.2
1032.02,10.5
1032.02,6.6
1032.10,10.41
1032.10,7.74
1032.10,6.35
1032.10,6.18
1032.10,6.57
1032.10,7.88
1032.27,9.7
1032.45,10.18
1032.63,10.4
1032.81,9.63
1032.99,9.59
1033.00,8.33
1033.00,9.18
1033.00,7.18
1033.00,7.88
1033.00,6.36
1033.00,7.58
1033.00,8.86
1033.00,8.03
1033.01,8.34
1033.01,7.95
1033.01,8.48
1033.01,7.6
1033.01,8.2
1033.01,8.13
1033.01,8.4
1033.20,10.35
1033.37,10.56
1033.55,9.63
1033.73,10.29
1033.92,11.11
1033.92,9.85
1033.92,9.4
1033.92,8.78
1033.92,9.45
1033.92,9.37
1033.97,10.18
1034.01,9.82
1034.06,10.72
1034.11,11.02
1034.17,9.59
1034.17,11.41
1034.17,13.03
1034.17,11.03
1034.17,10.94
1034.17,10.23
1034.24,9.78
1034.33,10.16
1034.42,11.63
1034.50,11.17
1034.59,11.36
1034.59,12.37
1034.59,10.05
1034.59,8.91
1034.59,9.24
1034.59,10.14
1034.83,11.91
1035.08,12.23
1035.34,12.14
1035.59,10.61
1035.85,9.86
1035.85,12.89
1035.85,10.94
1035.85,10.42
1035.85,10.91
1035.85,10.47
1035.87,12.59
1035.89,13.12
1035.90,12.03
1035.92,11.89
1035.93,14.13
1035.93,11.6
1035.93,11.97
1035.93,13.66
1035.93,14.6
1035.93,15.97
1035.97,14.58
1036.01,9.87
1036.01,6.62
1036.01,9.06
1036.01,11.22
1036.01,11.74
1036.01,4.55
1036.02,12.28
1036.04,6.14
1036.05,4.72
1036.06,9.9
1036.06,13.8
1036.09,9.65
1036.10,13.17
1036.10,4.08
1036.11,9.62
1036.14,13.42
1036.14,13.24
1036.14,14.71
1036.14,15.66
1036.14,15.92
1036.14,13.28
1036.14,6.13
1036.20,6.13
1036.24,8.11
1036.24,6.71
1036.24,4.31
1036.24,4.55
1036.24,7.25
1036.24,5.96
1036.37,14.89
1036.50,13.07
1036.65,14.26
1036.78,14.32
1036.92,10.87
1036.92,12.44
1036.92,9.25
1036.92,11.13
1036.92,11.76
1036.92,10.57
1037.06,9.9
1037.21,11.33
1037.35,11.13
1037.45,9.06
1037.45,6.77
1037.45,11.61
1037.45,10.66
1037.45,6.83
1037.45,5.47
1037.50,9.83
1037.50,10.93
1037.54,9.39
1037.58,7.68
1037.61,9.27
1037.63,2.83
1037.65,13.13
1037.65,11.45
1037.65,10.78
1037.65,13.97
1037.65,14.48
1037.65,12.21
1037.80,4.38
1037.99,3.97
1038.16,4.74
1038.35,8.36
1038.35,2.21
1038.35,9.13
1038.35,9.63
1038.35,7.47
1038.35,7.27
1038.44,8.1
1038.53,8.14
1038.62,8.75
1038.71,7.21
1038.80,6.37
1038.80,9.42
1038.80,7.64
1038.80,7.42
1038.80,6.85
1038.80,5.11
1038.81,4.49
1038.81,4.21
1038.81,3.33
1038.81,5.64
1038.81,4.82
1038.81,4.16
1038.86,4.06
1038.91,4.37
1038.92,4.95
1038.97,6.14
1038.98,4.5
1039.00,5.39
1039.04,3.61
1039.10,4.44
1039.10,6.81
1039.10,3.86
1039.10,5.63
1039.10,6.01
1039.10,6.83
1039.10,7.83
1039.15,6.96
1039.16,7.2
1039.19,5.96
1039.23,5.88
1039.28,5.66
1039.28,4.78
1039.28,2.86
1039.28,5.68
1039.28,5.03
1039.28,5.04
1039.29,6.29
1039.33,7.42
1039.36,7.64
1039.43,7.32
1039.43,6.81
1039.43,3.72
1039.43,2.13
1039.43,2.1
1039.43,4.48
1039.50,7.11
1039.51,6
1039.62,6.06
1039.69,7.05
1039.69,5.9
1039.69,6.14
1039.69,4.7
1039.69,4.26
1039.69,6.09
1039.74,5.38
1039.82,7.18
1039.87,9.07
1039.97,6.72
1040.01,8.62
1040.06,7.93
1040.20,4.03
1040.22,7.43
1040.25,8.02
1040.42,8.83
1040.42,10.03
1040.42,9.18
1040.42,9.44
1040.42,9.38
1040.42,10.32
1040.42,6.51
1040.42,8.33
1040.42,6.65
1040.42,6.88
1040.42,4.82
1040.42,4.56
1040.44,8.97
1040.60,9.36
1040.63,7.72
1040.63,8.68
1040.63,8.11
1040.63,7.14
1040.63,7.86
1040.63,9.16
1040.66,6.49
1040.73,8.09
1040.79,10.71
1040.82,6.62
1040.90,7.36
1040.91,2.62
1040.98,8.27
1041.00,4.48
1041.09,3.17
1041.09,3.73
1041.09,7.1
1041.09,5.33
1041.09,4.63
1041.09,5.88
1041.13,8.29
1041.17,9.29
1041.18,3.68
1041.26,3.63
1041.35,4.99
1041.37,3.54
1041.37,9.08
1041.37,10.18
1041.37,10.24
1041.37,8.67
1041.37,9.7
1041.37,10.45
1041.43,7.41
1041.51,5.76
1041.51,5.99
1041.51,5.65
1041.51,7.16
1041.51,6.31
1041.51,6.78
1041.57,9.74
1041.60,9.49
1041.60,6.27
1041.60,7.02
1041.60,7.05
1041.60,10.05
1041.60,7.84
1041.61,4.96
1041.71,6.06
1041.72,4.86
1041.79,9.6
1041.81,6.53
1041.84,5.6
1041.91,8.39
1041.96,7.19
1042.00,11
1042.01,10.71
1042.01,8.28
1042.01,6.13
1042.01,7.32
1042.01,7.7
1042.01,8.33
1042.08,8.18
1042.13,8.47
1042.20,12.63
1042.20,7.91
1042.20,4.66
1042.20,7.09
1042.20,5.87
1042.20,8.4
1042.21,11.8
1042.24,8.76
1042.35,8.44
1042.35,5.79
1042.43,11.72
1042.43,9.39
1042.43,11
1042.43,10.46
1042.43,9.25
1042.43,8.65
1042.47,7.24
1042.50,9.24
1042.58,10.69
1042.58,6.33
1042.58,7.89
1042.58,9.31
1042.58,8.35
1042.58,8.72
1042.63,5.23
1042.64,13
1042.65,6.8
1042.68,8.14
1042.72,8.43
1042.76,8.39
1042.80,7.08
1042.80,9.13
1042.80,6.56
1042.80,8.46
1042.80,8.79
1042.80,9.27
1042.80,6.35
1042.83,9.73
1042.86,11.36
1042.86,7.41
1042.89,11.4
1042.92,11.38
1042.94,10
1042.94,6.92
1042.94,8.44
1042.94,13.07
1042.94,5.44
1042.94,5.15
1042.95,8.04
1042.95,7.79
1042.95,8.84
1042.95,9.19
1042.95,8.65
1042.95,6.97
1043.03,4.25
1043.07,10.1
1043.11,6.04
1043.13,5.6
1043.21,6.56
1043.29,5.46
1043.29,10.58
1043.31,6.98
1043.37,9.33
1043.37,6.07
1043.37,6
1043.37,7.88
1043.37,8.14
1043.37,6.99
1043.48,5.75
1043.48,9.08
1043.52,10.64
1043.52,10.17
1043.52,10.95
1043.52,9.44
1043.52,10.39
1043.52,12.27
1043.59,9.14
1043.66,6.86
1043.69,10.21
1043.75,10.24
1043.81,8.3
1043.83,10.77
1043.83,9.7
1043.83,8.58
1043.83,10.39
1043.83,11.68
1043.83,9.71
1043.93,9.36
1043.93,7.79
1043.93,9.34
1043.93,9.61
1043.93,11.81
1043.93,9.2
1043.94,6.35
1043.97,7.47
1043.99,10.57
1044.02,6.52
1044.05,9.09
1044.06,7.96
1044.11,7.66
1044.15,9.98
1044.15,7.97
1044.15,11.24
1044.15,9.23
1044.15,9.29
1044.15,8.57
1044.16,9.65
1044.17,9.44
1044.20,8.65
1044.22,8.41
1044.23,10.25
1044.25,8.71
1044.27,8.59
1044.27,5.97
1044.27,9.84
1044.27,7.59
1044.27,9.78
1044.27,8.54
1044.27,9.8
1044.30,10.63
1044.31,12.93
1044.34,14.25
1044.36,11.03
1044.38,11.67
1044.38,9.55
1044.38,11.04
1044.38,11.02
1044.38,8.97
1044.38,10.7
1044.47,10.43
1044.72,9.58
1044.72,8.78
1044.72,11.15
1044.72,10.32
1044.72,9.36
1044.72,9.93
1044.93,9.91
1045.15,9.65
1045.36,8.35
1045.59,11.28
1045.81,9.86
1045.81,9.13
1045.81,10.09
1045.81,10.43
1045.81,9.26
1045.81,9.83
1046.05,12.42
1046.30,12.16
1046.54,10.15
1046.78,11.34
1047.04,10.65
1047.04,10.41
1047.04,9.46
1047.04,9.31
1047.04,8.86
1047.04,9.47
1047.20,13.08
1047.37,11.3
1047.53,11.79
1047.70,9.89
1047.87,8.59
1047.87,8.7
1047.87,9.53
1047.87,8.83
1047.87,10.84
1047.87,10.67
1048.02,8.32
1048.17,7.91
1048.32,8.2
1048.48,8.74
1048.64,7.7
1048.64,8.39
1048.64,9.94
1048.64,8.25
1048.64,8.42
1048.64,8.51
1048.76,9.74
1048.88,9.43
1048.99,11.42
1049.11,11.82
1049.23,9.57
1049.23,13.88
1049.23,12.33
1049.23,11.58
1049.23,10.11
1049.23,8.6
1049.38,8.39
1049.52,12.17
1049.66,11.05
1049.81,10.32
1049.96,12
1049.96,10.31
1049.96,7.43
1049.96,8.05
1049.96,8.95
1049.96,9.73
1050.14,11.05
1050.32,12.09
1050.50,11.83
1050.69,10.35
1050.87,9.75
1050.87,10.96
1050.87,7.56
1050.87,8.97
1050.87,11.54
1050.87,10.55
1051.06,6.89
1051.27,8.12
1051.46,9.56
1051.66,9.05
1051.87,10.28
1051.87,12.76
1051.87,9.58
1051.87,10.14
1051.87,9.97
1051.87,9.49
1052.03,9.14
1052.20,9.31
1052.37,10.79
1052.54,10.52
1052.71,11.73
1052.71,9.88
1052.71,11.2
1052.71,10.77
1052.71,10.01
1052.71,9.7
1052.92,9.87
1053.13,9.5
1053.34,11.85
1053.55,11.67
1053.77,9.82
1053.77,11.87
1053.77,11.2
1053.77,8.94
1053.77,8.22
1053.77,9.1
1053.90,9.96
1054.04,11.01
1054.18,9.11
1054.32,10.25
1054.46,9.71
1054.46,10.85
1054.46,8.85
1054.46,10.22
1054.46,9.68
1054.46,10.07
1054.62,10.17
1054.78,8.43
1054.95,7.49
1055.10,4.97
1055.28,6.94
1055.28,8.06
1055.28,7.32
1055.28,9.85
1055.28,9.87
1055.28,7.29
1055.43,9.08
1055.58,8.94
1055.75,5.69
1055.90,7.91
1056.06,7.64
1056.06,8.18
1056.06,10.72
1056.06,9.55
1056.06,7.99
1056.06,8.16
1056.29,5.89
1056.51,6.09
1056.73,7.48
1056.95,7.12
1057.17,7.51
1057.17,9.78
1057.17,6.9
1057.17,7.52
1057.17,6.28
1057.17,7.22
1057.41,8.02
1057.64,7.93
1057.88,7.42
1058.11,8.06
1058.36,7.83
1058.36,5.65
1058.36,6.46
1058.36,8.09
1058.36,11.51
1058.36,7.42
1058.58,7.73
1058.81,7.09
1059.03,7.08
1059.26,5.89
1059.49,3.86
1059.49,7.7
1059.49,6
1059.49,8.1
1059.49,8.9
1059.49,8.56
1059.66,6.95
1059.84,7.59
1060.02,6.83
1060.20,8.05
1060.38,8.56
1060.38,10.91
1060.38,8.11
1060.38,9.3
1060.38,8.12
1060.38,8.78
1060.43,9.48
1060.49,10.74
1060.53,10.28
1060.59,10.77
1060.65,13.56
1060.65,10.47
1060.65,10.47
1060.65,10.88
1060.65,11.12
1060.65,12.87
1060.81,11.66
1060.98,12.68
1061.15,12.39
1061.32,12.3
1061.49,13.91
1061.49,12.15
1061.49,13.46
1061.49,14
1061.49,14.69
1061.49,12.82
1061.63,13.75
1061.78,14.33
1061.94,14.7
1062.09,12.74
1062.25,12.7
1062.25,15.13
1062.25,14.32
1062.25,13.72
1062.25,12.61
1062.25,12.86
1062.41,12.29
1062.58,11.83
1062.74,12.91
1062.90,13.86
1063.08,12.05
1063.08,14.46
1063.08,16.79
1063.08,15.12
1063.08,14.36
1063.08,15.26
1063.35,13.66
1063.63,13.08
1063.91,12.87
1064.19,14.67
1064.47,11.39
1064.47,10.75
1064.47,12.43
1064.47,10.12
1064.47,12.21
1064.47,10.87
1064.75,13.03
1065.04,11.8
1065.32,10.92
1065.61,10.83
1065.90,10.55
1065.90,10.69
1065.90,9.69
1065.90,7.47
1065.90,9.08
1065.90,11.22
1066.18,9.82
1066.46,9.03
1066.74,6.71
1067.03,8.07
1067.31,9.04
1067.31,8.59
1067.31,10.29
1067.31,10.59
1067.31,8.51
1067.31,8.66
1067.60,9.08
1067.90,7.78
1068.20,10.02
1068.50,8.52
1068.80,11.43
1068.80,10.31
1068.80,9.55
1068.80,8.53
1068.80,9.87
1068.80,9.18
1069.08,10.31
1069.36,10.95
1069.64,10.39
1069.91,8.64
1070.21,9.63
1070.21,8.66
1070.21,7.73
1070.21,9.81
1070.21,8.75
1070.21,8.03
1070.46,7.02
1070.72,9.57
1070.99,8.21
1071.25,8.31
1071.52,9.75
1071.52,8.34
1071.52,8.4
1071.52,9.15
1071.52,8.82
1071.52,7.92
1071.76,8.39
1071.99,8.61
1072.24,8.64
1072.47,8.1
1072.72,10.45
1072.72,9.47
1072.72,8.15
1072.72,7.33
1072.72,6.42
1072.72,7.28
1072.98,7.47
1073.25,7.13
1073.52,7.93
1073.79,7.17
1074.06,7.14
1074.06,7.47
1074.06,6.46
1074.06,9.17
